helloyd yk ek
19.000000 18.181641 0.818359
19.000000 19.128849 -0.128849
41.000000 18.907223 22.092777
39.000000 35.287312 3.712688
24.000000 33.266926 -9.266926
20.000000 19.182302 0.817698
37.000000 16.197319 20.802681
34.000000 30.492971 3.507029
36.000000 29.182230 6.817770
26.000000 22.051920 3.948080
19.000000 17.301888 1.698112
13.000000 13.722748 -0.722748
6.000000 10.944832 -4.944832
1.000000 3.044892 -2.044892
3.000000 0.909858 2.090142
3.000000 3.296626 -0.296626
11.000000 5.385201 5.614799
16.000000 18.902554 -2.902554
21.000000 24.104349 -3.104349
19.000000 19.996359 -0.996359
15.000000 17.943001 -2.943001
11.000000 15.338471 -4.338471
20.000000 12.042110 7.957890
19.000000 20.386200 -1.386200
20.000000 19.132603 0.867397
18.000000 18.787647 -0.787647
15.000000 17.206612 -2.206612
9.000000 15.222833 -6.222833
14.000000 10.054244 3.945756
10.000000 14.109406 -4.109406
5.000000 11.099669 -6.099669
5.000000 6.349268 -1.349268
7.000000 7.506178 -0.506178
1.000000 10.046391 -9.046391
1.000000 4.703652 -3.703652
0.000000 5.039996 -5.039996
1.000000 5.388814 -4.388814
14.000000 5.231698 8.768302
29.000000 19.118097 9.881903
22.000000 24.455418 -2.455418
22.000000 19.617716 2.382284
12.000000 18.658274 -6.658274
6.000000 12.601807 -6.601807
14.000000 5.945329 8.054671
10.000000 14.764787 -4.764787
14.000000 9.507534 4.492466
7.000000 13.938577 -6.938577
5.000000 8.973396 -3.973396
10.000000 6.866891 3.133109
17.000000 12.541844 4.458156
27.000000 18.842146 8.157854
24.000000 24.886269 -0.886269
25.000000 21.821585 3.178415
23.000000 22.980846 0.019154
15.000000 22.488567 -7.488567
12.000000 14.645947 -2.645947
4.000000 11.747537 -7.747537
0.000000 4.026337 -4.026337
1.000000 1.158402 -0.158402
0.000000 3.293137 -3.293137
3.000000 3.508471 -0.508471
15.000000 10.527106 4.472894
28.000000 26.827875 1.172125
26.000000 23.757998 2.242002
24.000000 22.348705 1.651295
17.000000 20.706224 -3.706224
8.000000 16.686964 -8.686964
7.000000 7.848310 -0.848310
7.000000 7.506437 -0.506437
7.000000 6.988091 0.011909
3.000000 7.797822 -4.797822
10.000000 5.589153 4.410847
13.000000 14.251790 -1.251790
23.000000 18.387001 4.612999
35.000000 22.171019 12.828981
34.000000 29.218782 4.781218
39.000000 30.229916 8.770084
33.000000 31.792555 1.207445
20.000000 28.885735 -8.885735
8.000000 15.497842 -7.497842
5.000000 4.805072 0.194928
5.000000 1.893896 3.106104
1.000000 3.713182 -2.713182
1.000000 1.524344 -0.524344
4.000000 2.788969 1.211031
15.000000 10.858623 4.141377
33.000000 21.988827 11.011173
27.000000 26.565678 0.434322
25.000000 23.482744 1.517256
16.000000 20.784798 -4.784798
15.000000 15.687520 -0.687520
15.000000 14.076756 0.923244
14.000000 15.154817 -1.154817
13.000000 11.743153 1.256847
9.000000 12.268819 -3.268819
mean vector ..
15.770139 1.500377 -6.000567 13.550756 
5.205895 27.970604 18.571869 63.723579 
8.000000 0.000000 3.000000 23.000000 
3.000000 1.000000 10.000000 16.000000 
6.168075 52.049751 38.739292 -76.756447 
sigma and ck 
7.725052 20.743734
46.445118 47.648220
0.001621 -6.579441
0.000888 -1.927062
56.226875 -53.660324
R^2 score
R^2 = 0.634501
S -0.000003
mena 14.534274 14.400311var and cov 116.109863  71.727486  -0.000296
Mean of absolute error =     4.7969
Simulation Results of a Network with GKFs
adaptation of sigmas, mean vectors and output weights

time delay = 2

input dimension = 4

forward prediction step = 1

number of total time series data = 999

number of training data = 793

number of test data = 199

initial error margin = 1.000000

upper-bound of standard deviation = 1.000000

number of epochs for recruiting GKFs = 5

number of epochs for parameter estimation = 10

number of potential functions = 5

rms error for trainig-samples = 6.640134

standard deviation of trainig-samples = 10.667346

normlized rms error for trainig-samples = 62.247295 percent

rms error for test-samples = 6.028648

standard deviation of test-samples = 11.153242

normlized rms error for test-samples = 54.052879 percent

hello
